"from","to","total_amount","day","month","year"
mrgreen,bittrex,7.2660,24,10,2016
nathwright876,changelly,5.0000,24,10,2016
nextgen622,changelly,10.0000,24,10,2016
oaldamster,blocktrades,12.0620,24,10,2016
orcish,poloniex,0.4680,24,10,2016
paco-steem,bittrex,60.8510,24,10,2016
pjheinz,bittrex,7.8300,24,10,2016
poloniex,lafona-miner0,3233.8390,24,10,2016
sharker,poloniex,10.3470,24,10,2016
sirwinchester,poloniex,98.4650,24,10,2016
spiz0r,poloniex,514.4460,24,10,2016
tfeldman,bittrex,2.0070,24,10,2016
virtualgrowth,blocktrades,0.4580,24,10,2016
yaadio,bittrex,53.0000,24,10,2016
acidsun,bittrex,15.4910,24,10,2016
anarchofacebook,poloniex,40.8390,24,10,2016
blocktrades,thecryptofiend,739.9780,24,10,2016
bridgetbunchy,poloniex,71.2330,24,10,2016
driverhq,poloniex,2.9370,24,10,2016
fishingvideos,poloniex,13.9000,24,10,2016
joanaltres,poloniex,12.3520,24,10,2016
martin-stuessy,poloniex,4.3300,24,10,2016
mgibson,blocktrades,6.6900,24,10,2016
nekromarinist,poloniex,15.0000,24,10,2016
opheliafu,poloniex,27.7850,24,10,2016
poloniex,fubar-bdhr,372.6670,24,10,2016
poloniex,kush,2100.0000,24,10,2016
rampant,poloniex,0.0110,24,10,2016
svetlanaart,bittrex,1.2480,24,10,2016
virtualgrowth,poloniex,57.8730,24,10,2016
alexgr,bittrex,2.8740,24,10,2016
allpunk,poloniex,25.2360,24,10,2016
briansss,bittrex,0.7410,24,10,2016
msendyart,poloniex,27.8690,24,10,2016
mxu111,blocktrades,7.5850,24,10,2016
poloniex,bacchist,227.5170,24,10,2016
poloniex,bittrex,18.9140,24,10,2016
poloniex,geoffrey,47.5260,24,10,2016
poloniex,liondani,597.9900,24,10,2016
poloniex,minion,3.9510,24,10,2016
stealthtrader,poloniex,3.0950,24,10,2016
stranger27,poloniex,1.1830,24,10,2016
stray,bittrex,4.2100,24,10,2016
yzomri,changelly,1.1440,24,10,2016
armen,bittrex,6.1920,24,10,2016
calaber24p,poloniex,8.1930,24,10,2016
claudia,bittrex,16.2830,24,10,2016
coinpayments.net,virtualgrowth,0.0140,24,10,2016
elduderino,poloniex,22.0000,24,10,2016
good-karma,bittrex,383.5940,24,10,2016
hermes999,poloniex,9.5730,24,10,2016
john.galt,poloniex,0.9450,24,10,2016
kafkanarchy84,blocktrades,67.7270,24,10,2016
krasn,bittrex,0.9800,24,10,2016
l0k1,blocktrades,1.7060,24,10,2016
markrmorrisjr,poloniex,11.9650,24,10,2016
nin0000,poloniex,0.9450,24,10,2016
on0tole,poloniex,99.0000,24,10,2016
poloniex,adiel,148.4900,24,10,2016
poloniex,demotruk,623.9450,24,10,2016
violino,poloniex,54.6580,24,10,2016
anwenbaumeister,bittrex,2500.0000,25,10,2016
baabeetaa,poloniex,1010.0000,25,10,2016
bittrex,poloniex,11.2800,25,10,2016
blinova,bittrex,3.6080,25,10,2016
blocktrades,robrigo,333.9320,25,10,2016
cathi-xx,poloniex,2.5260,25,10,2016
french.fyde,poloniex,250.0000,25,10,2016
fubar-bdhr,bittrex,400.0000,25,10,2016
graviton,bittrex,280.0000,25,10,2016
knozaki2015,bittrex,129.7400,25,10,2016
nephilim,bittrex,8.7880,25,10,2016
oakmaster,openledger,1.0000,25,10,2016
ooak,poloniex,100.0190,25,10,2016
pcste,bittrex,8.7620,25,10,2016
pjheinz,bittrex,22.7650,25,10,2016
poloniex,judasp,6.7990,25,10,2016
poloniex,patrice,209.6230,25,10,2016
poloniex,sompitonov,15.3260,25,10,2016
poloniex,wackou,825.0000,25,10,2016
sherlockcupid,bittrex,71.1920,25,10,2016
steempower,poloniex,3000.0000,25,10,2016
steemswede,bittrex,3.5370,25,10,2016
swedoise,bittrex,354.7190,25,10,2016
yanik,bittrex,1.2220,25,10,2016
awesomenyl,poloniex,2.4770,25,10,2016
benjamin.still,poloniex,1.6170,25,10,2016
bento,poloniex,3400.0000,25,10,2016
bittrex,james-show,248.8700,25,10,2016
bittrex,kush,2000.0000,25,10,2016
bittrex,paco-steem,8.5700,25,10,2016
curlyculture,bittrex,20.0000,25,10,2016
dhumphrey,bittrex,21.2520,25,10,2016
elias15g,blocktrades,0.7790,25,10,2016
gdsprgdd,poloniex,1.6380,25,10,2016
honeyscribe,bittrex,188.3350,25,10,2016
klye,poloniex,4.2000,25,10,2016
kommienezuspadt,blocktrades,46.9350,25,10,2016
lily-da-vine,poloniex,2.4090,25,10,2016
logic,poloniex,87.6240,25,10,2016
mrwang,blocktrades,0.3200,25,10,2016
nin0000,poloniex,0.5180,25,10,2016
onephoto,poloniex,35.0050,25,10,2016
paco-steem,bittrex,4.9800,25,10,2016
rampant,poloniex,0.2100,25,10,2016
razvanelulmarin,bittrex,54.9760,25,10,2016
renzor,poloniex,0.8460,25,10,2016
steempty,blocktrades,154.2390,25,10,2016
tericano,bittrex,1.1000,25,10,2016
thornybastard,bittrex,70.9380,25,10,2016
xeroc,bittrex,8000.0000,25,10,2016
bento,bittrex,3300.0000,25,10,2016
bittrex,jaewoocho,700.0000,25,10,2016
changelly,williambanks,98.8230,25,10,2016
deviedev,bittrex,0.1700,25,10,2016
dmitriybtc,changelly,1.4840,25,10,2016
eugenia,poloniex,53.3100,25,10,2016
funnyman,poloniex,120.3210,25,10,2016
gonzo,poloniex,10.1980,25,10,2016
kingscrown,bittrex,7.4540,25,10,2016
mtbmondo,blocktrades,22.0000,25,10,2016
poloniex,reneenouveau,3.9510,25,10,2016
sterlinluxan,poloniex,96.8090,25,10,2016
stranger27,poloniex,11.8720,25,10,2016
thegoodvybe,bittrex,1.1730,25,10,2016
williambanks,changelly,113.0000,25,10,2016
antonireviews,poloniex,0.0130,25,10,2016
bigsambucca,poloniex,4.3280,25,10,2016
billykeed,bittrex,1.9360,25,10,2016
bittrex,infovore,332.9900,25,10,2016
bittrex,vip,1240.0000,25,10,2016
busser,changelly,14.4750,25,10,2016
changelly,snooway,48.0000,25,10,2016
condra,blocktrades,16.7570,25,10,2016
cryptogee,bittrex,53.7920,25,10,2016
jayfox,poloniex,1.1320,25,10,2016
jsantana,blocktrades,9.1000,25,10,2016
karsmaxanes,bittrex,1.1500,25,10,2016
l0k1,blocktrades,0.5550,25,10,2016
lapilipinas,poloniex,4.8970,25,10,2016
leahmchenry,changelly,45.0000,25,10,2016
levinskaya,poloniex,1.8420,25,10,2016
levycore,blocktrades,28.0000,25,10,2016
lifeisawesome,bittrex,212.5570,25,10,2016
lyubovbar,poloniex,104.2960,25,10,2016
macartem,poloniex,1.6400,25,10,2016
poloniex,bobsunday,312.7740,25,10,2016
poloniex,kush,2100.0000,25,10,2016
shredlord,bittrex,8.0350,25,10,2016
tanyabtc,changelly,3.2450,25,10,2016
aboundlessworld,poloniex,2.2330,26,10,2016
alexgr,bittrex,6.0100,26,10,2016
anjoke,poloniex,0.5940,26,10,2016
bento,bittrex,2179.1040,26,10,2016
bittrex,jaewoocho,900.0000,26,10,2016
bittrex,yoonjang0707,30.0000,26,10,2016
bkkshadow,poloniex,14.9300,26,10,2016
crazycraft,poloniex,2.0000,26,10,2016
dedmatvey,bittrex,5.1680,26,10,2016
densmirnov,poloniex,110.0000,26,10,2016
ghostwriter,changelly,20.0000,26,10,2016
luisucv34,poloniex,7.3580,26,10,2016
nin0000,poloniex,0.0650,26,10,2016
ocrdu,poloniex,6.5120,26,10,2016
opheliafu,poloniex,13.3070,26,10,2016
poloniex,renohq,2600.0000,26,10,2016
steemvoter,poloniex,2.4680,26,10,2016
terrycraft,bittrex,94.2260,26,10,2016
the-future,poloniex,55.3080,26,10,2016
virtualgrowth,poloniex,20.0000,26,10,2016
bittrex,paco-steem,93.7900,26,10,2016
bujar,poloniex,1.2050,26,10,2016
daut44,poloniex,12.3130,26,10,2016
elfkitchen,poloniex,17.0000,26,10,2016
jenskohler,poloniex,2.6120,26,10,2016
jonjon1,blocktrades,7.0000,26,10,2016
l0k1,blocktrades,1.1530,26,10,2016
larkenrose,poloniex,45.8850,26,10,2016
mikkolyytinen,poloniex,5.4770,26,10,2016
minion,blocktrades,15.0050,26,10,2016
ninjacampos,blocktrades,16.2420,26,10,2016
paco-steem,bittrex,5.3040,26,10,2016
poloniex,koreanguy,1300.6690,26,10,2016
steemsports,blocktrades,0.0980,26,10,2016
xiaofang,poloniex,10.0000,26,10,2016
alex90342fastn1,bittrex,6041.8150,26,10,2016
alpha,blocktrades,1.7080,26,10,2016
andrew.power,bittrex,0.6710,26,10,2016
birds90,poloniex,8.8000,26,10,2016
bittrex,riverhead,1172.1200,26,10,2016
bittrex,smooth-c,3600.0000,26,10,2016
bittrex,thecryptofiend,186.0900,26,10,2016
dek,poloniex,50.8170,26,10,2016
gugnik,bittrex,3.7440,26,10,2016
infinitor,bittrex,149.9860,26,10,2016
kushed1,bittrex,430.7500,26,10,2016
markrmorrisjr,poloniex,3.3400,26,10,2016
nzoomed,poloniex,2.5660,26,10,2016
orcish,poloniex,0.8280,26,10,2016
pjheinz,bittrex,11.5500,26,10,2016
poloniex,judasp,6.9650,26,10,2016
poloniex,wefdi,1304.6410,26,10,2016
steemaccess,changelly,2500.0000,26,10,2016
svetlanaart,poloniex,1.1370,26,10,2016
thebluepanda,bittrex,50.1150,26,10,2016
baabeetaa,bittrex,81.7640,26,10,2016
bittrex,baabeetaa,0.4900,26,10,2016
dana-edwards,poloniex,4000.0000,26,10,2016
dwinblood,poloniex,1.4300,26,10,2016
edgarsart,poloniex,18.0000,26,10,2016
favorit,poloniex,4.1630,26,10,2016
greenman81,bittrex,100.0000,26,10,2016
lapilipinas,poloniex,1.0380,26,10,2016
levinskaya,poloniex,0.5360,26,10,2016
lloyddavis,poloniex,3.0120,26,10,2016
marcgodard,poloniex,1.0350,26,10,2016
morning,bittrex,69.3130,26,10,2016
myfirst,poloniex,22.0000,26,10,2016
poloniex,bento,2100.5590,26,10,2016
poloniex,lafona-miner0,435.9160,26,10,2016
poloniex,thedouche,272.8070,26,10,2016
schattenjaeger,bittrex,18.3160,26,10,2016
armen,bittrex,1.5610,27,10,2016
bittrex,riverhead,158.8500,27,10,2016
blocktrades,tanemahuta,0.7300,27,10,2016
brianphobos,poloniex,0.7820,27,10,2016
calaber24p,poloniex,2.7800,27,10,2016
changelly,jamesc,1960.7410,27,10,2016
jessamynorchard,blocktrades,6.7610,27,10,2016
kiddarko,bittrex,369.2670,27,10,2016
koskl,blocktrades,6.4590,27,10,2016
kushed,bittrex,16.6380,27,10,2016
kushed1,bittrex,1.6980,27,10,2016
l0k1,blocktrades,0.1950,27,10,2016
markrmorrisjr,poloniex,0.9820,27,10,2016
meesterboom,bittrex,60.0000,27,10,2016
mondeja,poloniex,5.6630,27,10,2016
nin0000,poloniex,0.0590,27,10,2016
on0tole,bittrex,242.0000,27,10,2016
poloniex,renohq,1300.0000,27,10,2016
poloniex,vi1son,5.0210,27,10,2016
renohq,poloniex,26000.1000,27,10,2016
richristow,poloniex,1.5310,27,10,2016
summonerrk,poloniex,4.0880,27,10,2016
bacchist,poloniex,183.2150,27,10,2016
betamusic,poloniex,13.9710,27,10,2016
bittrex,jaewoocho,1200.0000,27,10,2016
bittrex,jay4u,1508.4400,27,10,2016
changelly,mr11acdee1,22.5690,27,10,2016
darkb4dawn,poloniex,2.0470,27,10,2016
essra,poloniex,1282.3490,27,10,2016
knozaki2015,bittrex,68.2860,27,10,2016
luzcypher,bittrex,100.0000,27,10,2016
movievertigo,poloniex,392.6580,27,10,2016
nuller,poloniex,42.0000,27,10,2016
poloniex,bittrex,205.5400,27,10,2016
poloniex,complexring,1000.1000,27,10,2016
poloniex,kush,2000.0000,27,10,2016
scalextrix,bittrex,1.2750,27,10,2016
steemsports,blocktrades,0.0220,27,10,2016
winstonwolfe,blocktrades,0.2080,27,10,2016
yzomri,changelly,1.6490,27,10,2016
artistgarybedell,poloniex,125.0000,27,10,2016
bittrex,kush,4000.0000,27,10,2016
bittrex,smooth-c,400.0000,27,10,2016
changelly,poloniex,2500.0000,27,10,2016
igl00,poloniex,3.8350,27,10,2016
leahmchenry,changelly,17.7000,27,10,2016
litrbooh,poloniex,270.1060,27,10,2016
poloniex,changelly,1961.7210,27,10,2016
sonsy,blocktrades,158.7330,27,10,2016
sophiachan,bittrex,20.4700,27,10,2016
vikaart,bittrex,1.0500,27,10,2016
webdesign,poloniex,200.0000,27,10,2016
worldly,poloniex,1988.8780,27,10,2016
bittrex,jejujinfarm,86.9500,27,10,2016
bittrex,paco-steem,19.0600,27,10,2016
bittrex,renohq,1300.0000,27,10,2016
changelly,mr11acdee,90.5460,27,10,2016
james-show,bittrex,834.7560,27,10,2016
lauralemons,blocktrades,3.9670,27,10,2016
logic,poloniex,11.5000,27,10,2016
olivera-despina,bittrex,20.0000,27,10,2016
paco-steem,bittrex,4.9800,27,10,2016
pfunk,bittrex,940.0000,27,10,2016
poloniex,lafona-miner0,261.5690,27,10,2016
poloniex,thedouche,791.2410,27,10,2016
poloniex,vip,698.9900,27,10,2016
razvanelulmarin,bittrex,99.4620,27,10,2016
acreol,poloniex,10.0000,28,10,2016
bittrex,paws1t1veev,999.9900,28,10,2016
bittrex,smooth-c,8000.0000,28,10,2016
eneismijmich,poloniex,78.7220,28,10,2016
jayfox,poloniex,0.7220,28,10,2016
jennane,poloniex,25.0000,28,10,2016
kafkanarchy84,blocktrades,2.3550,28,10,2016
kylerearden,blocktrades,39.4450,28,10,2016
maxjoy,blocktrades,1.6130,28,10,2016
nelyp,bittrex,130.0000,28,10,2016
phantomart,bittrex,134.6990,28,10,2016
poloniex,adiel,153.8900,28,10,2016
poloniex,blakemiles84,168.8790,28,10,2016
poloniex,kush,2100.0000,28,10,2016
steemvest17,bittrex,46.5000,28,10,2016
whitemike313,poloniex,3.7490,28,10,2016
aleksandraz,poloniex,180.0000,28,10,2016
allmonitors,poloniex,17.8210,28,10,2016
anton333,poloniex,0.4390,28,10,2016
anyx,poloniex,389.0990,28,10,2016
bittrex,jaewoocho,1000.0000,28,10,2016
briansss,bittrex,0.1440,28,10,2016
firepower,bittrex,330.0000,28,10,2016
infovore,bittrex,5000.0000,28,10,2016
logic,poloniex,15.7790,28,10,2016
mxu111,blocktrades,1.0790,28,10,2016
nil1511,blocktrades,12.5000,28,10,2016
oaldamster,blocktrades,11.8590,28,10,2016
poloniex,aleksandraz,179.9800,28,10,2016
poloniex,enki,5999.9900,28,10,2016
poloniex,lafona-miner0,106.3130,28,10,2016
senseye,poloniex,114.8190,28,10,2016
svetlanaaa,poloniex,29.0000,28,10,2016
thedouche,poloniex,1064.0480,28,10,2016
unhorsepower777,poloniex,82.1660,28,10,2016
acidsun,bittrex,7.5780,28,10,2016
bitcalm,poloniex,82.9730,28,10,2016
blocktrades,ezzy,8.3840,28,10,2016
blocktrades,thecryptofiend,538.2660,28,10,2016
contentjunkie,poloniex,44.9250,28,10,2016
dragosroua,poloniex,48.4100,28,10,2016
elduderino,poloniex,14.0000,28,10,2016
fat-like-buddha,blocktrades,443.8010,28,10,2016
juanmiguelsalas,bittrex,14.3370,28,10,2016
krishtopa,bittrex,76.7560,28,10,2016
meesterboom,bittrex,16.1500,28,10,2016
nin0000,poloniex,0.1890,28,10,2016
oecp85,poloniex,10.4820,28,10,2016
on0tole,bittrex,87.0000,28,10,2016
opheliafu,poloniex,4.0130,28,10,2016
razvanelulmarin,bittrex,56.5470,28,10,2016
theprophet0,changelly,38.9810,28,10,2016
anca3drandom,poloniex,36.0000,28,10,2016
barrycooper,bittrex,85.4760,28,10,2016
billykeed,changelly,0.5530,28,10,2016
bittrex,paco-steem,36.6300,28,10,2016
bittrex,smooth-d,3000.0000,28,10,2016
bittrex,vip,265.0000,28,10,2016
budgetbucketlist,poloniex,45.0000,28,10,2016
creativemind,poloniex,1.8610,28,10,2016
darthnava,blocktrades,18.0000,28,10,2016
letc,poloniex,8.5680,28,10,2016
minergate123,poloniex,0.8260,28,10,2016
paco-steem,bittrex,14.9400,28,10,2016
poeticsnake,bittrex,531.0000,28,10,2016
poloniex,bittrex,1363.8060,28,10,2016
poloniex,citizenscience,0.4900,28,10,2016
poloniex,hitbtc-exchange,302.8870,28,10,2016
tfeldman,bittrex,15.0000,28,10,2016
thebluepanda,bittrex,90.0000,28,10,2016
thesealover,bittrex,144.9000,28,10,2016
ability,bittrex,31.9900,29,10,2016
bittrex,aramco,5942.0800,29,10,2016
bittrex,lichtblick,197.6900,29,10,2016
bravenewcoin,poloniex,331.4060,29,10,2016
dana-edwards,poloniex,4000.0000,29,10,2016
logic,poloniex,16.2700,29,10,2016
lonilush,blocktrades,5.0000,29,10,2016
mada,poloniex,6.0000,29,10,2016
markzka,bittrex,2.3000,29,10,2016
permacryptofolio,poloniex,2.0920,29,10,2016
poloniex,opheliafu,11.3090,29,10,2016
shieha,blocktrades,403.4180,29,10,2016
streetartgallery,blocktrades,0.1820,29,10,2016
vintagevandalizm,blocktrades,116.0000,29,10,2016
yamadapc,poloniex,1730.8800,29,10,2016
alexismexico,poloniex,1.2000,29,10,2016
bittrex,makis84,7.7000,29,10,2016
bittrex,paws1t1veev,999.9900,29,10,2016
hitbtc-payout,sherlockcupid,531.1720,29,10,2016
kryshen,bittrex,54.0000,29,10,2016
mctiller,poloniex,16.0000,29,10,2016
nextgen622,changelly,40.0000,29,10,2016
poloniex,judasp,0.1410,29,10,2016
poloniex,mctiller,12.9030,29,10,2016
scaitlyn,bittrex,4.9000,29,10,2016
sextant,poloniex,1.4930,29,10,2016
sompitonov,poloniex,2.0960,29,10,2016
bittrex,paco-steem,4.9700,29,10,2016
bittrex,riverhead,3.1600,29,10,2016
blocktrades,ezzy,4.9610,29,10,2016
censor-this,poloniex,72.8050,29,10,2016
d3nv3r,poloniex,2.1500,29,10,2016
griff,poloniex,5.1070,29,10,2016
hitbtc-exchange,hitbtc-payout,604.1860,29,10,2016
lily-da-vine,poloniex,0.2970,29,10,2016
paco-steem,bittrex,117.2580,29,10,2016
steemtrail,poloniex,1009.1700,29,10,2016
summonerrk,poloniex,49.9900,29,10,2016
bittrex,bola,4.9500,29,10,2016
bittrex,hitbtc-exchange,79.9900,29,10,2016
bittrex,jaewoocho,1800.0000,29,10,2016
cathi-xx,poloniex,0.6100,29,10,2016
corbettreport,bittrex,271.3240,29,10,2016
cotidiana,poloniex,7.0900,29,10,2016
heroic15397,blocktrades,7.4740,29,10,2016
krnel,poloniex,231.5120,29,10,2016
leprechaun,bittrex,117.0000,29,10,2016
nil1511,bittrex,185.0310,29,10,2016
openledger,brendio,111.2000,29,10,2016
poloniex,bittrex,2181.1510,29,10,2016
poloniex,citizenscience,2.3000,29,10,2016
wildwex,poloniex,15000.0000,29,10,2016
bittrex,kush,1800.0000,30,10,2016
bittrex,paco-steem,11.8500,30,10,2016
logic,poloniex,14.8240,30,10,2016
mika,bittrex,1181.6130,30,10,2016
paco-steem,bittrex,50.8970,30,10,2016
poloniex,lafona-miner0,2314.3780,30,10,2016
sinkova,poloniex,0.8500,30,10,2016
alaqrab,bittrex,10.0000,30,10,2016
blocktrades,steemgyft,6.8120,30,10,2016
cryptoiskey,poloniex,20.3920,30,10,2016
oakmaster,poloniex,60.0000,30,10,2016
pjheinz,bittrex,15.9560,30,10,2016
poloniex,hitbtc-exchange,72.9160,30,10,2016
poloniex,steemvideos,9.0000,30,10,2016
sonsy,blocktrades,1164.0000,30,10,2016
steemgyft,coinpayments.net,4.3700,30,10,2016
steemingnow,bittrex,16.7390,30,10,2016
bittrex,lichtblick,216.7800,30,10,2016
bittrex,poloniex,504.9900,30,10,2016
knozaki2015,bittrex,8.7770,30,10,2016
marriedbear,bittrex,104.0000,30,10,2016
merej99,poloniex,5.0000,30,10,2016
penguins,poloniex,148.6370,30,10,2016
poloniex,bittrex,721.1310,30,10,2016
poloniex,booja,369.2440,30,10,2016
poloniex,kush,2200.0000,30,10,2016
schattenjaeger,bittrex,8.0750,30,10,2016
shredlord,bittrex,20.7840,30,10,2016
woo7739,poloniex,9.1930,30,10,2016
bittrex,demotruk,24.3700,30,10,2016
bittrex,jaewoocho,100.0000,30,10,2016
claudiop63,poloniex,4.8310,30,10,2016
dudu-hoffman,poloniex,8.0110,30,10,2016
future24,poloniex,12.5310,30,10,2016
herbal,bittrex,4036.1040,30,10,2016
hitbtc-payout,poloniex,0.6900,30,10,2016
koskl,blocktrades,7.7060,30,10,2016
marketingmonk,poloniex,123.0000,30,10,2016
mctiller,poloniex,30.4430,30,10,2016
on0tole,bittrex,505.0000,30,10,2016
photojam,poloniex,31.4670,30,10,2016
poloniex,vi1son,9.9750,30,10,2016
aaronkoenig,blocktrades,0.1660,31,10,2016
alexbeyman,blocktrades,24.2800,31,10,2016
andrew0,poloniex,3.3610,31,10,2016
awit,poloniex,3.3000,31,10,2016
bittrex,poloniex,67.7000,31,10,2016
charlie.wilson,poloniex,4.1270,31,10,2016
destined,poloniex,0.0460,31,10,2016
jonjon1,blocktrades,8.5000,31,10,2016
lordemau,poloniex,3.0830,31,10,2016
mynameisbrian,poloniex,2.0880,31,10,2016
paco-steem,bittrex,1.7650,31,10,2016
poloniex,bittrex,828.6120,31,10,2016
poloniex,erlichbachman,2.9900,31,10,2016
poloniex,vip,875.0000,31,10,2016
pravusdie,blocktrades,2.0000,31,10,2016
shredlord,bittrex,8.9270,31,10,2016
steemsports,blocktrades,0.1270,31,10,2016
virtualgrowth,blocktrades,0.1400,31,10,2016
xeroc,bittrex,5000.0000,31,10,2016
bitfilm,blocktrades,0.3620,31,10,2016
bittrex,morning,53.7000,31,10,2016
blocktrades,remlaps,10.0200,31,10,2016
brookeloving,bittrex,18.0220,31,10,2016
changelly,poloniex,150.0000,31,10,2016
lindee-hamner,blocktrades,0.9510,31,10,2016
nin0000,poloniex,0.1270,31,10,2016
perspective,bittrex,323.3710,31,10,2016
poloniex,fran2k,1504.9800,31,10,2016
poloniex,pozitivityspace,2.4830,31,10,2016
renohq,poloniex,1347.0380,31,10,2016
shortcut,poloniex,30.0000,31,10,2016
sonsy,blocktrades,210.4960,31,10,2016
stranger27,poloniex,3.2090,31,10,2016
stray,bittrex,2.5210,31,10,2016
yoonjang0707,bittrex,30.8130,31,10,2016
bbqbear,poloniex,13.8440,31,10,2016
bittrex,alpha,1080.3000,31,10,2016
bkkshadow,poloniex,0.6580,31,10,2016
blocktrades,forrestwillie,5.2790,31,10,2016
favorit,poloniex,8.1650,31,10,2016
forrestwillie,blocktrades,10.5580,31,10,2016
funnyman,poloniex,5.0000,31,10,2016
manthostsakirid,bittrex,252.0000,31,10,2016
martin-stuessy,poloniex,0.3440,31,10,2016
paper-pecado,bittrex,11.0000,31,10,2016
poloniex,kush,2200.0000,31,10,2016
poloniex,lafona-miner0,1210.2400,31,10,2016
steemverify,blocktrades,14.0000,31,10,2016
tinfoilfedora,bittrex,10.1000,31,10,2016
bittrex,asmolokalo,27.4100,31,10,2016
bittrex,smooth-c,6000.0000,31,10,2016
coinpayments.net,steemgyft,4.3480,31,10,2016
coinpayments.net,virtualgrowth,0.0010,31,10,2016
pixellated,bittrex,5.3470,31,10,2016
pjheinz,bittrex,9.3270,31,10,2016
poloniex,demotruk,759.8090,31,10,2016
qagiri,poloniex,44.0000,31,10,2016
transparency,poloniex,156.8200,31,10,2016
vi1son,poloniex,32.6460,31,10,2016
acidsun,bittrex,8.2510,1,11,2016
anwenbaumeister,bittrex,2105.0000,1,11,2016
bittrex,magnebit,95.5400,1,11,2016
blocktrades,ezzy,6.8600,1,11,2016
blocktrades,wackou,584.2350,1,11,2016
icaro,poloniex,179.2160,1,11,2016
kibela,poloniex,6.8310,1,11,2016
killbis,poloniex,9.2920,1,11,2016
logic,poloniex,37.0470,1,11,2016
moon32walker,poloniex,75.0000,1,11,2016
paco-steem,bittrex,17.0150,1,11,2016
poloniex,btcmsia,2000.8400,1,11,2016
poloniex,coinbitgold,4.9820,1,11,2016
poloniex,klye,62.3840,1,11,2016
poloniex,lafona-miner0,1186.5070,1,11,2016
steeminterest,blocktrades,0.0010,1,11,2016
steemit2,bittrex,2200.0000,1,11,2016
virtualgrowth,blocktrades,2.2700,1,11,2016
yaadio,bittrex,7.0000,1,11,2016
bittrex,jaewoocho,600.0000,1,11,2016
bjloves,poloniex,9.0000,1,11,2016
cebymaster,poloniex,121.6810,1,11,2016
coinpayments.net,virtualgrowth,0.0020,1,11,2016
poloniex,asmolokalo,34.9020,1,11,2016
poloniex,dikanevroman,0.3780,1,11,2016
poloniex,vi1son,49.9150,1,11,2016
psygot,bittrex,6.0990,1,11,2016
uwe69,poloniex,25.4790,1,11,2016
vi1son,poloniex,50.1280,1,11,2016
wildwex,poloniex,15000.0000,1,11,2016
aleksandraz,poloniex,759.8060,1,11,2016
bittrex,poloniex,0.3000,1,11,2016
c082832,bittrex,0.3110,1,11,2016
cotidiana,poloniex,5.0380,1,11,2016
dmilash,poloniex,5.1000,1,11,2016
forever-gala,poloniex,2.4380,1,11,2016
georgedonnelly,blocktrades,1017.1570,1,11,2016
leopold,poloniex,20.0080,1,11,2016
paper-pecado,bittrex,9.1000,1,11,2016
peskov,poloniex,103.2160,1,11,2016
pheonike,blocktrades,2.6720,1,11,2016
piedpiper,changelly,57.4210,1,11,2016
poloniex,bittrex,183.4070,1,11,2016
poloniex,pharesim,437.0100,1,11,2016
poloniex,rasheedmoore,8.9900,1,11,2016
poloniex,tomoaki,299.3900,1,11,2016
steemfest,poloniex,4270.0970,1,11,2016
steemsports,blocktrades,0.0200,1,11,2016
virtashare,poloniex,11.7800,1,11,2016
bittrex,paws1t1veev,5907.3200,1,11,2016
jamielefay,poloniex,13.1960,1,11,2016
nabilov,poloniex,3.0270,1,11,2016
ocrdu,poloniex,20.5320,1,11,2016
oliverstoney,poloniex,1.5940,1,11,2016
poloniex,fran2k,2399.9800,1,11,2016
poloniex,steemvideos,18.0000,1,11,2016
sebaviegas,bittrex,12.1390,1,11,2016
sherlockcupid,bittrex,531.1720,1,11,2016
steamit,poloniex,0.0550,1,11,2016
steempower,poloniex,1500.0000,1,11,2016
susanne,poloniex,112.9670,1,11,2016
theprophet0,poloniex,2.8200,1,11,2016
annadrem,bittrex,6.4270,2,11,2016
bittrex,jaewoocho,1000.0000,2,11,2016
drac59,bittrex,3.8920,2,11,2016
enki,bittrex,3000.0000,2,11,2016
guineapig,blocktrades,34.3110,2,11,2016
herbertmueller,poloniex,7.6100,2,11,2016
jadonanime,blocktrades,8.0030,2,11,2016
jmbdesign,poloniex,4.2780,2,11,2016
nang1,poloniex,1.8810,2,11,2016
poloniex,lafona-miner0,2048.8580,2,11,2016
thegoldencookie,bittrex,24.0000,2,11,2016
uwe69,poloniex,188.8340,2,11,2016
wildwex,poloniex,21222.1010,2,11,2016
alexft,bittrex,127.5380,2,11,2016
bittrex,anduweb,4.1600,2,11,2016
bittrex,kush,4000.0000,2,11,2016
future24,poloniex,5.0250,2,11,2016
iloilo,poloniex,5.4570,2,11,2016
koskl,blocktrades,11.9020,2,11,2016
morning,bittrex,116.4130,2,11,2016
on0tole,bittrex,140.0000,2,11,2016
poloniex,fran2k,2299.9900,2,11,2016
steemitmag,poloniex,278.0390,2,11,2016
thefinalgirl,poloniex,91.2300,2,11,2016
bittrex,spiz0r,108.8100,2,11,2016
blocktrades,winstonwolfe,6.6130,2,11,2016
cathi-xx,poloniex,0.0380,2,11,2016
graviton,bittrex,3.3190,2,11,2016
karisa,poloniex,0.4800,2,11,2016
paco-steem,bittrex,211.0960,2,11,2016
poloniex,bittrex,2161.0810,2,11,2016
poloniex,btcmsia,4333.4830,2,11,2016
poloniex,shutkin70,268.7500,2,11,2016
poloniex,spiz0r,188.8310,2,11,2016
virtualgrowth,blocktrades,50.0000,2,11,2016
